,title,extract,vectored
947,Garage,"A garage is a covered structure built for the purpose of parking, storing, protecting, maintaining, and/or repairing vehicles. Specific applications include:Garage (residential), a building or part of a building for storing one or more vehicles
Automobile repair shop, also called a garage, where vehicles are serviced and repaired
Bus garage, a building or complex used for storage of buses when not in use
Filling station, an automotive service station where vehicles take on fuel or recharge
Multistorey car park, or parking garage, a building serving as a public parking facility","['garage', 0.19699999690055847, 0.25815001130104065, 0.5904600024223328, -0.3700000047683716, -0.04188099876046181, -0.31400999426841736, -1.3367999792099, 0.10693000257015228, 0.05040299892425537, 0.2445800006389618, -0.14966000616550446, -0.347790002822876, -0.9901000261306763, 0.7790499925613403, 0.2113099992275238, 0.40950000286102295, 0.06333400309085846, 1.0625, 0.026193000376224518, -1.0068000555038452, 0.890030026435852, 0.5710099935531616, -1.187600016593933, 1.2202999591827393, -0.46059998869895935, -0.14031000435352325, -0.3671799898147583, 0.7789300084114075, 0.9678699970245361, -0.14361999928951263, 1.548699975013733, -0.8126400113105774, 0.23924000561237335, 0.01640699990093708, 0.5862600207328796, 0.7084400057792664, 0.9183899760246277, -0.16749000549316406, 0.9443699717521667, -0.023006999865174294, 0.23329000174999237, -0.6722800135612488, -0.493149995803833, 0.4121299982070923, 0.15598000586032867, 0.2694000005722046, 0.05379800125956535, -1.2625000476837158, 0.1699099987745285, -0.3542500138282776]"
948,Guarantee,"Guarantee is a legal term more comprehensive and of higher import than either warranty or ""security"". It most commonly designates a private transaction by means of which one person, to obtain some trust, confidence or credit for another, engages to be answerable for them. It may also designate a treaty through which claims, rights or possessions are secured. It is to be differentiated from the colloquial ""personal guarantee"" in that a guarantee is a legal concept which produces an economic effect. A personal guarantee by contrast is often used to refer to a promise made by an individual which is supported by, or assured through, the word of the individual. In the same way, a guarantee produces a legal effect wherein one party affirms the promise of another by promising to themselves pay if default occurs.","['guarantee', 0.05452900007367134, 0.2359199970960617, 0.3775799870491028, -0.021894000470638275, 0.30687999725341797, -0.1427299976348877, 0.2217700034379959, 0.38398998975753784, 0.6528699994087219, 0.48552998900413513, 0.3149400055408478, 0.3904399871826172, 0.4111199975013733, -0.350380003452301, 0.33939000964164734, 0.6225299835205078, 0.7070599794387817, -0.36427000164985657, 1.2272000312805176, -0.18389999866485596, -0.018719999119639397, 0.007586900144815445, -0.6800699830055237, -0.6567800045013428, -0.23038999736309052, -0.949970006942749, 0.06757199764251709, -0.36959999799728394, 0.6785799860954285, 0.20412999391555786, 2.8178000450134277, 0.6769999861717224, -0.992609977722168, 0.29791000485420227, -0.1614300012588501, -0.2701300084590912, 0.5242800116539001, -0.219760000705719, -0.10425999760627747, -0.9612200260162354, -0.06378400325775146, -0.7574899792671204, 0.6891300082206726, 0.3400999903678894, -1.2204999923706055, -0.3226900100708008, -0.7720000147819519, 1.2926000356674194, 0.21119000017642975, 0.24985000491142273]"
949,Hole,"A hole is an opening in or through a particular medium, usually a solid body. Holes occur through natural and artificial processes, and may be useful for various purposes, or may represent a problem needing to be addressed in many fields of engineering. Depending on the material and the placement, a hole may be an indentation in a surface, or may pass completely through that surface.","['hole', 0.5588399767875671, -0.0777050033211708, 0.8029400110244751, -0.20566999912261963, 0.148499995470047, 0.25196000933647156, -0.4460200071334839, 0.5854300260543823, 0.6497799754142761, -0.7284799814224243, -1.151900053024292, -0.5825300216674805, -1.0223000049591064, 1.1999000310897827, -0.1392199993133545, 0.07511299848556519, 1.2258000373840332, -0.6144800186157227, -1.3514000177383423, -0.396479994058609, -0.7066400051116943, -0.1604900062084198, 0.08623699843883514, -0.6765599846839905, 0.8847600221633911, -0.8387600183486938, -0.8622599840164185, 0.7165899872779846, 0.10960999876260757, -0.8217200040817261, 2.4082999229431152, -0.851859986782074, 0.02491999976336956, 1.311400055885315, -0.11693000048398972, 0.27167999744415283, 0.40498998761177063, 1.1088999509811401, 1.2827999591827393, -0.8369899988174438, -0.0380220003426075, -0.7556300163269043, -0.09548000246286392, 0.8082399964332581, -0.034258000552654266, -0.02544499933719635, 1.3389999866485596, -0.7620300054550171, 0.12839999794960022, -0.35637998580932617]"
950,Hook,"A hook is a tool consisting of a length of material, typically metal, that contains a portion that is curved or indented, such that it can be used to grab onto, connect, or otherwise attach itself onto another object. In a number of uses, one end of the hook is pointed, so that this end can pierce another material, which is then held by the curved or indented portion. Some kinds of hooks, particularly fish hooks, also have a barb, a backwards-pointed projection near the pointed end of the hook to ensure that once the hook is embedded in its target, it can not easily be removed.","['hook', -0.24149000644683838, -0.6773399710655212, 0.3185499906539917, -0.216839998960495, -0.005233500152826309, 0.4429599940776825, -0.12917999923229218, 0.38416001200675964, 0.35916998982429504, 0.0824500024318695, -0.4894999861717224, 0.8040500283241272, -0.06372299790382385, 0.6767399907112122, -0.6698899865150452, 0.27917999029159546, 0.7222599983215332, -0.31832000613212585, -0.6468499898910522, -0.5916000008583069, 0.34716999530792236, -0.010724999941885471, -0.26444000005722046, 0.22126999497413635, 0.6401200294494629, -1.2970999479293823, 0.1365399956703186, 0.2684899866580963, 0.594980001449585, -1.2934000492095947, 1.6305999755859375, -0.18769000470638275, 0.7099000215530396, 0.7223899960517883, -0.015619000419974327, 0.2389499992132187, 0.41402000188827515, -0.24277999997138977, 0.36438998579978943, -0.2660999894142151, 0.491210013628006, 0.7633399963378906, -0.27202001214027405, 0.34193000197410583, 0.10232999920845032, -0.08052299916744232, 0.5522099733352661, -0.9134500026702881, 0.01408000010997057, 0.3495999872684479]"
951,Implement,"Implement may refer to:Implements (Java), an abstract type used to specify an interface in Java programming language
Implementation, the process for putting a design, plan or policy into effect
Tool, any physical item that can be used to achieve a goal
Farm implement, machinery used in agriculture
Kitchen implement, utensils used in preparing or eating food
Writing implement, a tool used to produce writing","['implement', 0.47137999534606934, -0.9838500022888184, -0.025234000757336617, -0.7400100231170654, -0.48774001002311707, -0.22821000218391418, 0.4437200129032135, -0.8375599980354309, 0.048920001834630966, 0.06403599679470062, -0.017131000757217407, 0.6261699795722961, -0.545490026473999, -0.07799500226974487, -0.3796600103378296, 0.8321099877357483, 0.5954599976539612, -0.34492000937461853, 1.8819999694824219, -0.27303001284599304, 0.5364000201225281, -0.22532999515533447, -0.26061999797821045, -0.6092000007629395, 0.039034001529216766, -0.5821099877357483, 0.6305699944496155, -0.5583299994468689, 0.11029999703168869, -0.3100999891757965, 2.891400098800659, 0.2439900040626526, -1.9846999645233154, -0.3446199893951416, 0.11590000241994858, -0.1953199952840805, 0.7448400259017944, -0.02131900005042553, -0.6285300254821777, 0.16238999366760254, -0.7788900136947632, -1.086899995803833, 0.40097999572753906, -0.597000002861023, -0.26530998945236206, 0.3627200126647949, 0.12122000008821487, 1.3587000370025635, 0.060968998819589615, 0.3033199906349182]"
952,Layer,Layer or layered may refer to:,"['layer', 0.19234000146389008, 0.7820900082588196, 0.32767999172210693, 0.6799600124359131, 0.048569001257419586, 0.5671799778938293, 1.2864999771118164, -0.4060499966144562, 0.5065199732780457, -0.12184999883174896, 0.5576300024986267, 0.21860000491142273, 0.6312800049781799, 1.0787999629974365, -0.5894399881362915, 0.9491699934005737, 0.21924999356269836, -0.4299899935722351, 0.49549001455307007, -0.4534600079059601, -0.14917999505996704, -0.7815499901771545, 1.1776000261306763, -0.435699999332428, -0.5283399820327759, 0.3821299970149994, -0.03424200043082237, 1.3141000270843506, 1.4098999500274658, -0.028909999877214432, 2.5752999782562256, -1.3933000564575195, -0.32440999150276184, -0.27684998512268066, -0.6085500121116638, 0.9357699751853943, -0.23549999296665192, 0.8219000101089478, 1.0622999668121338, -0.46208998560905457, 0.9264000058174133, -0.2897000014781952, 0.36680999398231506, 0.18805000185966492, -0.41409000754356384, 0.3267500102519989, 1.3387999534606934, -0.5894100069999695, -0.20116999745368958, -0.7052500247955322]"
953,Lecture,"A lecture is an oral presentation intended to present information or teach people about a particular subject, for example by a university or college teacher. Lectures are used to convey critical information, history, background, theories, and equations. A politician's speech, a minister's sermon, or even a business person's sales presentation may be similar in form to a lecture. Usually the lecturer will stand at the front of the room and recite information relevant to the lecture's content.","['lecture', -0.18288999795913696, 1.2156000137329102, -0.8819800019264221, -0.7914299964904785, -0.13654999434947968, -0.81427001953125, -0.13203999400138855, -0.5534700155258179, 0.09963499754667282, 0.2025499939918518, -0.977590024471283, -0.11597999930381775, 0.16744999587535858, 0.30184000730514526, 0.4378199875354767, -0.31637001037597656, -0.24897000193595886, 0.5453000068664551, -0.10216999799013138, -0.07077000290155411, 1.7128000259399414, 0.8952599763870239, 0.0004455799935385585, 0.05774199962615967, 0.7416599988937378, -0.5903900265693665, 0.034405000507831573, -0.4007599949836731, -1.40339994430542, -0.05685900151729584, 1.2663999795913696, 0.06811399757862091, -0.5012199878692627, -0.966159999370575, -0.4174799919128418, 0.2937600016593933, 0.8580300211906433, 0.887719988822937, -0.2316800057888031, 0.2797499895095825, 0.24716000258922577, -0.27219000458717346, -0.7653599977493286, 0.6759899854660034, 0.1298699975013733, 0.6141600012779236, 0.414029985666275, 0.04853200167417526, -0.7999899983406067, 0.41815000772476196]"
954,Lie,"A lie is an assertion that is believed to be false, typically used with the purpose of deceiving or misleading someone. The practice of communicating lies is called lying. A person who communicates a lie may be termed a liar. Lies can be interpreted as deliberately false statements or misleading statements. Lies may also serve a variety of instrumental, interpersonal, or psychological functions for the individuals who use them.","['lie', 0.8727700114250183, 0.5984500050544739, 0.3452000021934509, 0.2737100124359131, 0.7480700016021729, 0.20923000574111938, 0.7232099771499634, 0.6912599802017212, -0.10401000082492828, -0.6108300089836121, -0.4965200126171112, -0.14997999370098114, -0.6047000288963318, -0.3436799943447113, 0.23662999272346497, 0.4291499853134155, 1.295799970626831, -0.20317000150680542, 0.2331400066614151, -0.6254100203514099, -0.4426099956035614, 0.27208998799324036, 0.7846500277519226, 0.537339985370636, 0.541890025138855, -0.907729983329773, -0.8221200108528137, 0.684939980506897, 0.5739099979400635, -0.7320799827575684, 2.101799964904785, -0.35381999611854553, 0.027758000418543816, -0.48256000876426697, -0.10662999749183655, -0.07584500312805176, -0.3184399902820587, 0.053238000720739365, 0.31828001141548157, 0.16448000073432922, -0.1868399977684021, -0.45023998618125916, 0.6226099729537964, 0.9351500272750854, -0.44729000329971313, -0.4620000123977661, 0.17056000232696533, -0.3923799991607666, 0.41391000151634216, -0.9242900013923645]"
955,Manner,Manner may refer to:,"['manner', 0.3872700035572052, -0.5058500170707703, -1.5302000045776367, -0.45142000913619995, 0.8281499743461609, 0.1973699927330017, 0.7425299882888794, 0.17215999960899353, -0.37090998888015747, 0.5839599967002869, -0.08358299732208252, 0.4069800078868866, 0.1558299958705902, 0.15578000247478485, -0.4406900107860565, -0.2701599895954132, 0.25630998611450195, -0.035937998443841934, 0.5240700244903564, -0.7354099750518799, -0.17941999435424805, 0.722599983215332, -0.05604099854826927, -0.0850289985537529, 0.610759973526001, -0.8781999945640564, -0.24271999299526215, 0.44734999537467957, 0.902679979801178, 0.4973500072956085, 2.8213000297546387, -0.5428900122642517, -0.2541399896144867, -0.806119978427887, 0.0358240008354187, 0.10226000100374222, 0.3008500039577484, 0.5910900235176086, -1.312999963760376, -0.05459300056099892, 0.10797999799251556, -0.3020400106906891, 0.07777400314807892, 0.5900800228118896, 0.20173999667167664, -0.48927000164985657, -0.38479000329971313, 0.2599700093269348, 0.5798500180244446, 0.8909199833869934]"
956,Meeting,"

A meeting is when two or more people come together to discuss one or more topics, often in a formal or business setting, but meetings also occur in a variety of other environments. Meetings can be used as form of group decision making.","['meeting', 0.6867700219154358, 1.00600004196167, -0.8786299824714661, 0.5132099986076355, 0.6146199703216553, -1.0877000093460083, -0.45430999994277954, 0.35199999809265137, -0.6255300045013428, -0.9961199760437012, -0.45212000608444214, -0.4595400094985962, -0.5182700157165527, 0.7416700124740601, 0.6087200045585632, 0.4856399893760681, -0.14250999689102173, -0.6472600102424622, 0.34615999460220337, -0.08602499961853027, 0.9409499764442444, 0.13241000473499298, 0.3283799886703491, -0.17121000587940216, -0.10886000096797943, -1.3883999586105347, 0.7442600131034851, 0.13702000677585602, -1.5369000434875488, 0.5378400087356567, 3.194000005722046, 0.5978699922561646, -1.3588999509811401, -0.3407999873161316, -0.08841100335121155, -0.8938500285148621, 0.16606000065803528, 0.40891000628471375, -0.32690000534057617, 0.2076999992132187, -0.9196400046348572, 0.041510000824928284, -0.4947899878025055, -0.7203599810600281, 0.6205300092697144, 0.6030399799346924, -0.32795000076293945, 1.1464999914169312, -0.08402299880981445, 0.07228899747133255]"
