,title,extract,vectored
308,Difficulty,"Difficulty or Difficult may refer to:A problem
Degree of difficulty, in sport and gaming
Counter-majoritarian difficulty, in legal theory
Difficult, Tennessee, a community in the United States
""Difficult"" (song), by Uffie
Hill Difficulty, a fictional place in the 1678 Christian allegory The <span lang=""en=|thai"">Pilgrim's Progress

","['difficulty,0.6070899963378906,-0.020299000665545464,-0.05429000034928322,-0.6662999987602234,0.17486000061035156,0.8958399891853333,0.36169999837875366,0.6273400187492371,0.31227999925613403,-0.004519999958574772,0.014440000057220459,0.05822300165891647,-0.38721001148223877,-0.40136000514030457,-0.07093799859285355,-0.32440999150276184,-0.4078100025653839,-0.16031000018119812,0.49112001061439514,-0.8888800144195557,0.06924799829721451,0.47227999567985535,0.15814000368118286,-0.08763100206851959,1.2288999557495117,-0.8969799876213074,0.008481999859213829,0.04725800082087517,0.606249988079071,0.261570006608963,2.54259991645813,1.1088000535964966,0.7428399920463562,-1.1401000022888184,0.2645399868488312,0.3382900059223175,-0.5131700038909912,0.6500099897384644,-0.17710000276565552,0.10224000364542007,-0.2668200135231018,-0.3095499873161316,0.1451999992132187,0.7013400197029114,-0.16719000041484833,-0.5295900106430054,0.4659000039100647,0.7552400231361389,0.27865999937057495,-0.22880999743938446']"
309,Drama,"Drama is the specific mode of fiction represented in performance: a play, opera, mime, ballet, etc., performed in a theatre, or on radio or television. Considered as a genre of poetry in general, the dramatic mode has been contrasted with the epic and the lyrical modes ever since Aristotle's Poetics —the earliest work of dramatic theory.","['drama,-0.25725001096725464,0.8661100268363953,-1.2086000442504883,-0.06573999673128128,-0.09248899668455124,0.5993899703025818,0.27601000666618347,-0.1689399927854538,-0.4534200131893158,0.6149799823760986,-0.598609983921051,0.16022999584674835,-0.6236299872398376,1.291700005531311,0.6809800267219543,-0.8842300176620483,0.05736599862575531,0.9665200114250183,-1.1159000396728516,0.7064700126647949,1.1684000492095947,1.2553000450134277,0.21854999661445618,0.6850200295448303,0.32012999057769775,-1.1342999935150146,-1.3072999715805054,-0.02127699926495552,-0.23127999901771545,0.005837299861013889,2.291599988937378,0.04111900180578232,0.45427998900413513,-0.962149977684021,-0.2021999955177307,0.8882200121879578,-0.21207000315189362,-0.5354800224304199,-0.37064000964164734,-0.8618299961090088,-0.20463000237941742,0.5648300051689148,-0.3982599973678589,-0.7885599732398987,-0.783519983291626,0.06804899871349335,0.8059499859809875,-0.3453100025653839,-0.29989999532699585,0.6619300246238708']"
310,Election,An election is a formal group decision-making process by which a population chooses an individual or multiple individuals to hold public office.,"['election,-0.4556100070476532,-0.37105000019073486,0.5003799796104431,0.32739999890327454,-0.14354999363422394,0.5769199728965759,-0.16652999818325043,0.48833000659942627,-0.7744200229644775,-0.9236000180244446,-1.0,-1.1964000463485718,-0.37898001074790955,-0.057100001722574234,0.6468300223350525,-0.06475500017404556,-0.06439100205898285,-0.8431900143623352,-0.07284300029277802,-0.43230998516082764,0.45530998706817627,-0.43907999992370605,0.8959599733352661,-0.22321000695228577,0.17107999324798584,-1.8616000413894653,-0.3501400053501129,-0.17901000380516052,-0.5052899718284607,1.273300051689148,2.6742000579833984,0.4152100086212158,-1.867799997329712,-1.40910005569458,-0.5295100212097168,-0.6344799995422363,0.18291999399662018,0.3285900056362152,-0.5476199984550476,-0.835889995098114,-1.0082999467849731,0.2785800099372864,-1.2367000579833984,-0.3446899950504303,-1.4105000495910645,0.47795000672340393,-1.177299976348877,0.16142000257968903,1.2927000522613525,-0.27504000067710876']"
311,Engine,An engine or motor is a machine designed to convert one or more forms of energy into mechanical energy.,"['engine,1.3365999460220337,-0.3572100102901459,1.5216000080108643,-0.2696000039577484,-1.0595999956130981,1.228700041770935,-0.3797299861907959,-0.8325999975204468,0.029337000101804733,0.15796999633312225,0.5791500210762024,0.4038900136947632,-0.8807500004768372,0.05918100103735924,-0.548550009727478,-0.39724001288414,-1.0211999416351318,2.073199987411499,-1.0786999464035034,-2.339099884033203,-0.25227001309394836,-0.6803200244903564,-0.7520099878311157,-0.023504000157117844,1.0468000173568726,-0.6652299761772156,0.2519800066947937,0.6851500272750854,0.230880007147789,0.9996600151062012,2.7578001022338867,-0.5414699912071228,-0.0626240000128746,0.3285599946975708,0.8862199783325195,-0.014639999717473984,0.8578199744224548,0.13124999403953552,0.33520999550819397,-0.09303800016641617,0.801110029220581,-0.8052999973297119,-0.45436999201774597,-0.18010999262332916,-0.11298999935388565,1.0075000524520874,0.6938899755477905,0.06829699873924255,0.5094299912452698,0.08581499755382538']"
312,Football,"Football is a family of team sports that involve, to varying degrees, kicking a ball to score a goal. Unqualified, the word football normally means the form of football that is the most popular where the word is used. Sports commonly called football include association football ; gridiron football ; Australian rules football; rugby union and rugby league; and Gaelic football. These various forms of football share to varying extent common origins and are known as ""football codes"".","['football,-1.8208999633789062,0.7009400129318237,-1.1403000354766846,0.34362998604774475,-0.4226599931716919,-0.9247900247573853,-1.3941999673843384,0.28512001037597656,-0.7841600179672241,-0.5257899761199951,0.8962699770927429,0.35899001359939575,-0.8008700013160706,-0.3463599979877472,1.0853999853134155,-0.08704599738121033,0.6341099739074707,1.142899990081787,-1.6263999938964844,0.41326001286506653,-1.1282999515533447,-0.16644999384880066,0.17423999309539795,0.9958500266075134,-0.8183799982070923,-1.7724000215530396,0.07828100025653839,0.13381999731063843,-0.597790002822876,-0.4506799876689911,2.5473999977111816,1.0693000555038452,-0.2701700031757355,-0.7564600110054016,0.2475699931383133,1.0261000394821167,0.11328999698162079,0.17667999863624573,-0.23257000744342804,-1.1561000347137451,-0.10665000230073929,-0.25376999378204346,-0.6510199904441833,0.3239299952983856,-0.5826200246810913,0.8813700079917908,-0.13465000689029694,0.9690300226211548,-0.07625900208950043,-0.5990899801254272']"
313,Guidance,Guidance may refer to:,"['guidance,0.1813499927520752,0.247979998588562,0.3028700053691864,-0.708329975605011,0.593720018863678,-0.43529000878334045,0.08016300201416016,-0.6869999766349792,0.2293200045824051,0.2946000099182129,0.39879000186920166,0.8332499861717224,-0.015448999591171741,-0.03463999927043915,-0.9069100022315979,0.16669000685214996,-1.0269999504089355,-0.14917999505996704,0.3845199942588806,-0.24286000430583954,0.15041999518871307,0.7549899816513062,-0.2671700119972229,-0.8770400285720825,0.2855899930000305,-0.7171000242233276,-0.14731000363826752,-0.8176100254058838,-0.48478999733924866,0.2589400112628937,2.3838000297546387,0.25762999057769775,-0.2468400001525879,-0.8788099884986877,0.725350022315979,0.09245900064706802,0.5154299736022949,0.15862999856472015,0.04770100116729736,-0.263949990272522,0.5113999843597412,-0.35565999150276184,-0.14169000089168549,0.6044399738311768,-0.01923999935388565,0.05239899829030037,0.6744300127029419,1.1121000051498413,0.16173000633716583,0.740119993686676']"
314,Hotel,"A hotel is an establishment that provides paid lodging on a short-term basis. Facilities provided inside a hotel room may range from a modest-quality mattress in a small room to large suites with bigger, higher-quality beds, a dresser, a refrigerator, and other kitchen facilities, upholstered chairs, a flat-screen television, and en-suite bathrooms. Small, lower-priced hotels may offer only the most basic guest services and facilities. Larger, higher-priced hotels may provide additional guest facilities such as a swimming pool, a business center with computers, printers, and other office equipment, childcare, conference and event facilities, tennis or basketball courts, gymnasium, restaurants, day spa, and social function services. Hotel rooms are usually numbered to allow guests to identify their room. Some boutique, high-end hotels have custom decorated rooms. Some hotels offer meals as part of a room and board arrangement. In Japan, capsule hotels provide a tiny room suitable only for sleeping and shared bathroom facilities.","['hotel,1.6097999811172485,1.0293999910354614,-0.5054399967193604,0.40046998858451843,0.3881399929523468,-1.5778000354766846,-1.299299955368042,0.11550000309944153,-0.302619993686676,-0.2882699966430664,-0.9658100008964539,-0.2828400135040283,-0.1459600031375885,0.17527000606060028,0.44815000891685486,0.4403899908065796,-0.34832999110221863,0.6974899768829346,-0.6205300092697144,-0.38234999775886536,1.3279000520706177,1.0658999681472778,-1.4543999433517456,0.5028700232505798,-1.0801000595092773,-0.8663100004196167,-0.47235000133514404,0.8361799716949463,-0.061528000980615616,-0.3500800132751465,2.0078001022338867,0.03816499933600426,0.13001999258995056,0.3553900122642517,0.8936899900436401,0.009764200076460838,0.4895299971103668,-0.30987000465393066,0.35756000876426697,0.0028214999474585056,-0.19241000711917877,0.1665000021457672,0.6063899993896484,0.25088000297546387,-0.12003999948501587,-0.00967629998922348,-1.1167999505996704,-1.289199948310852,0.7002800107002258,0.1520400047302246']"
315,Ownership,"Ownership is the state or fact of legal possession and control over property, which may be any asset, tangible or intangible. Ownership can involve multiple rights, collectively referred to as title, which may be separated and held by different parties.","['ownership,-0.05481699854135513,0.12439999729394913,-0.059613000601530075,0.5934299826622009,0.21660000085830688,0.8438599705696106,-1.014799952507019,-0.3092600107192993,-0.2563300132751465,-0.07777900248765945,0.6684100031852722,0.6207500100135803,-0.18275000154972076,-0.5269200205802917,0.08822999894618988,0.9678599834442139,0.12631000578403473,-0.02512500062584877,0.12056999653577805,-0.1698099970817566,0.6174399852752686,-0.39289000630378723,-0.8698599934577942,-0.13529999554157257,-0.8655400276184082,-0.9813100099563599,-0.10730999708175659,-0.33445999026298523,1.0370999574661255,0.4257799983024597,2.3469998836517334,-0.025790000334382057,-0.16404999792575836,-0.2859100103378296,-0.09041400253772736,-0.5024700164794922,-0.48151999711990356,-0.361409991979599,-0.3636600077152252,-0.20475000143051147,-0.04456400126218796,-0.8202700018882751,0.05970200151205063,1.3423999547958374,-1.454200029373169,-0.47870999574661255,-1.1059999465942383,0.22051000595092773,0.1131099984049797,-0.2306700050830841']"
316,Priority,Prioritization is an action that arranges items or activities in order of importance.,"['priority,0.3559499979019165,0.678059995174408,0.49410998821258545,-0.13684000074863434,0.33305999636650085,-0.15404999256134033,0.25301000475883484,-0.44936999678611755,1.0772000551223755,-0.5599200129508972,-0.18119999766349792,0.20247000455856323,-0.24214999377727509,0.1309400051832199,0.007561999838799238,-0.025012999773025513,0.19395999610424042,-0.2585799992084503,1.2131999731063843,-0.05724899843335152,-0.32016998529434204,-0.6822699904441833,-0.36452001333236694,-0.14170999825000763,0.07969599962234497,-1.111299991607666,0.3533500134944916,-0.21206000447273254,0.30772000551223755,0.5412600040435791,2.61899995803833,1.0189000368118286,-0.4524100124835968,-0.6833400130271912,0.07374399900436401,0.157150000333786,0.08671700209379196,0.2870599925518036,-0.58992999792099,-0.35398998856544495,-0.6852700114250183,-0.529770016670227,0.4654900133609772,-0.1581300050020218,-0.47064000368118286,0.25582000613212585,-0.2689000070095062,1.0923999547958374,0.6611300110816956,0.4649200141429901']"
317,Protection,"Protection is any measure taken to guard a thing against damage caused by outside forces. Protection can be provided to physical objects, including organisms, to systems, and to intangible things like civil and political rights. Although the mechanisms for providing protection vary widely, the basic meaning of the term remains the same. This is illustrated by an explanation found in a manual on electrical wiring:The meaning of the word protection, as used in the electrical industry, is no different to that in everyday use. People protect themselves against personal or financial loss by means of insurance and from injury or discomfort by the use of protective clothing. They further protect their property by the installation of security measures such as locks and/or alarm systems.","['protection,0.2107899934053421,-0.018843000754714012,-0.2023400068283081,0.3288399875164032,0.03488599881529808,0.1425900012254715,0.10817000269889832,-0.5021200180053711,1.4282000064849854,-0.6825799942016602,0.5420899987220764,0.4928300082683563,0.6396399736404419,-0.3060300052165985,-0.07061299681663513,0.04622400179505348,0.061089999973773956,-0.3885500133037567,0.5358200073242188,-0.4270400106906891,-0.3015500009059906,-0.322409987449646,-1.0263999700546265,-1.1674000024795532,-0.573989987373352,-1.5149999856948853,-0.05670500174164772,-0.5369899868965149,0.30939000844955444,-0.05328499898314476,3.0427000522613525,-0.09438200294971466,-0.7862899899482727,-0.9485800266265869,-0.6457899808883667,0.47367000579833984,0.3481700122356415,-0.8687999844551086,0.2683500051498413,-0.26802998781204224,-0.164000004529953,-0.17767000198364258,1.1668000221252441,0.28633999824523926,-0.21498000621795654,-0.41280001401901245,-0.7232699990272522,0.2919600009918213,0.23989999294281006,0.07540500164031982']"
